u_number,sex,race,age,high_school,full_part,city,stat_code,zip,pell_grant,camp_code,major,hours_attempted,hours_earned,mc_gpa,pass_engl,pass_math,term_year,summer1,fall,MCPS,HS_classify,hours_earned_rate,unearned_hours
20190260,F,Black / African Am.,18 - 20,Sherwood High School,PT,Brookeville,MD,20833,Y,T,Health Sciences,9,3,2,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20190266,M,Black / African Am.,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,Y,R,Criminal Justice,12,3,0.25,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20190267,F,Foreign,18 - 20,Walter Johnson High School,FT,Rockville,MD,20852,N,G,General Studies,19,4,3,N,N,2020,N,Y,TRUE,MCPS,0.21052631578947367,15
20190269,M,Foreign,18 - 20,Richard Montgomery High School,PT,Rockville,MD,20850,N,R,Engineering Science,10,9,2,N,N,2020,N,Y,TRUE,MCPS,0.9,1
20190270,F,Hispanic,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,N,R,Cybersecurity,11,9,2,Y,Y,2020,N,Y,TRUE,MCPS,0.8181818181818182,2
20190276,M,White,18 - 20,Rockville High School,FT,Rockville,MD,20853,N,R,Business,15,0,0,N,N,2020,N,Y,TRUE,MCPS,0,15
20190278,M,White,18 - 20,Albert Einstein HS & MC Art Cn,FT,Kensington,MD,20895,N,R,Business,27,20,0.5,N,N,2020,N,Y,TRUE,MCPS,0.7407407407407407,7
20190282,M,Black / African Am.,18 - 20,Sherwood High School,FT,Silver Spring,MD,20904,Y,G,Cybersecurity,12,12,2.5,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190283,F,Asian,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,Y,R,General Studies,12,12,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190284,F,Hispanic,18 - 20,Colonel Zadok Magruder HS,FT,Gaithersburg,MD,20877,Y,G,General Studies,19,19,3.15,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190285,M,Hispanic,18 - 20,Watkins Mill High School,PT,Montgomery Village,MD,20886,Y,R,Graphic Design,9,4,4,N,N,2020,N,Y,TRUE,MCPS,0.4444444444444444,5
20190286,M,Hispanic,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,N,R,General Studies,16,9,1.25,N,N,2020,N,Y,TRUE,MCPS,0.5625,7
20190287,M,Black / African Am.,18 - 20,Paint Branch High School,FT,Burtonsville,MD,20866,Y,T,Business,14,7,1.7,Y,N,2020,N,Y,TRUE,MCPS,0.5,7
20190289,M,Hispanic,18 - 20,Colonel Zadok Magruder HS,PT,Gaithersburg,MD,20879,N,R,General Studies,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20190290,F,Black / African Am.,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20905,N,T,General Studies,12,10,3.7,Y,Y,2020,N,Y,TRUE,MCPS,0.8333333333333334,2
20190293,F,Black / African Am.,18 - 20,Northwest HS - Germantown,PT,Germantown,MD,20874,Y,G,General Studies,7,4,2,Y,N,2020,N,Y,TRUE,MCPS,0.5714285714285714,3
20190294,F,Black / African Am.,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20904,Y,T,Business,14,10,2.7,Y,N,2020,N,Y,TRUE,MCPS,0.7142857142857143,4
20190295,F,Hispanic,18 - 20,Wheaton High School,PT,Rockville,MD,20851,Y,R,Paralegal Studies,10,0,0,N,N,2020,N,Y,TRUE,MCPS,0,10
20190297,N,Hispanic,18 - 20,Colonel Zadok Magruder HS,PT,Rockville,MD,20850,Y,R,Broadcast Media,9,3,1,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20190299,F,White,18 - 20,Albert Einstein HS & MC Art Cn,PT,Silver Spring,MD,20902,Y,T,General Studies,20,18,4,Y,Y,2020,N,Y,TRUE,MCPS,0.9,2
20190303,M,Asian,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20903,Y,T,Business,12,12,3.25,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190304,M,Hispanic,18 - 20,Northwood High School,PT,Germantown,MD,20876,N,R,Science,9,9,2,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190308,F,Hispanic,18 - 20,Damascus High School,FT,Damascus,MD,20872,Y,G,General Studies,15,10,1.92,Y,Y,2020,N,Y,TRUE,MCPS,0.6666666666666666,5
20190310,M,Black / African Am.,18 - 20,John F. Kennedy High School,PT,Silver Spring,MD,20906,Y,T,General Studies,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20190311,M,Black / African Am.,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20902,Y,T,Criminal Justice,9,9,1.67,N,N,2020,N,Y,TRUE,MCPS,1,0
20190312,M,Hispanic,18 - 20,Bethesda Chevy Chase High Schl,FT,Silver Spring,MD,20910,Y,T,General Studies,12,6,4,N,N,2020,N,Y,TRUE,MCPS,0.5,6
20190313,M,Multi-Race,18 - 20,Sherwood High School,FT,Olney,MD,20832,Y,R,General Studies,13,9,1.38,N,Y,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20190314,M,White,18 - 20,Thomas Sprigg Wootton High Sch,PT,Rockville,MD,20850,N,R,Business,10,3,3,N,N,2020,N,Y,TRUE,MCPS,0.3,7
20190315,M,White,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,Y,G,General Studies,14,4,1.33,N,N,2020,N,Y,TRUE,MCPS,0.2857142857142857,10
20190316,M,Black / African Am.,< 18,Richard Montgomery High School,FT,Silver Spring,MD,20906,Y,G,Communication,12,10,2.2,Y,Y,2020,N,Y,TRUE,MCPS,0.8333333333333334,2
20190317,M,Black / African Am.,18 - 20,Wheaton High School,FT,Silver Spring,MD,20906,Y,R,Science,14,10,3.7,Y,N,2020,N,Y,TRUE,MCPS,0.7142857142857143,4
20190318,F,Asian,18 - 20,Paint Branch High School,FT,Burtonsville,MD,20866,Y,R,Health Sciences,15,11,4,Y,N,2020,N,Y,TRUE,MCPS,0.7333333333333333,4
20190319,F,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,Y,R,General Studies,12,7,3.86,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20190321,F,White,18 - 20,James Hubert Blake High School,PT,Silver Spring,MD,20905,Y,R,Business,27,25,3.5,N,Y,2020,N,Y,TRUE,MCPS,0.9259259259259259,2
20190322,M,Foreign,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,R,General Studies,12,12,3.25,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190323,F,Black / African Am.,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,Y,G,Criminal Justice,12,3,1,Y,N,2020,N,Y,TRUE,MCPS,0.25,9
20190324,M,Asian,18 - 20,Wheaton High School,FT,Rockville,MD,20853,Y,R,Science,36,20,0,N,N,2020,N,Y,TRUE,MCPS,0.5555555555555556,16
20190325,M,Hispanic,18 - 20,Winston Churchill High School,PT,Silver Spring,MD,20906,Y,R,Graphic Design,2,1,1.5,N,N,2020,N,Y,TRUE,MCPS,0.5,1
20190327,M,Foreign,18 - 20,Richard Montgomery High School,PT,Rockville,MD,20851,N,R,Computer Science,6,3,0.5,N,N,2020,N,Y,TRUE,MCPS,0.5,3
20190330,M,Foreign,18 - 20,Wheaton High School,FT,Rockville,MD,20853,N,R,General Studies,12,7,3.57,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20190331,M,Black / African Am.,18 - 20,Watkins Mill High School,PT,Montgomery Village,MD,20886,Y,G,0,5,2,0.8,N,N,2020,N,Y,TRUE,MCPS,0.4,3
20190332,F,Hispanic,18 - 20,Montgomery Blair High School,PT,Takoma Park,MD,20912,Y,T,Business,15,0,0,N,N,2020,N,Y,TRUE,MCPS,0,15
20190333,F,Hispanic,18 - 20,Damascus High School,FT,Damascus,MD,20872,Y,G,General Studies,14,7,4,Y,N,2020,N,Y,TRUE,MCPS,0.5,7
20190334,F,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,Y,R,General Studies,12,3,1.5,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20190337,M,White,18 - 20,Northwest HS - Germantown,FT,Gaithersburg,MD,20878,N,R,Computer Science,27,27,3.79,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190339,F,Asian,18 - 20,Colonel Zadok Magruder HS,PT,Gaithersburg,MD,20879,N,R,General Studies,10,0,0,N,N,2020,N,Y,TRUE,MCPS,0,10
20190340,M,White,18 - 20,Sherwood High School,FT,Brookeville,MD,20833,N,R,Business,10,7,2.14,N,Y,2020,N,Y,TRUE,MCPS,0.7,3
20190341,F,Hispanic,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20903,N,R,Science,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20190342,M,Hispanic,18 - 20,Rockville High School,PT,Rockville,MD,20853,Y,R,Education,10,10,2.7,N,N,2020,N,Y,TRUE,MCPS,1,0
20190344,M,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,Y,R,General Studies,12,6,2,N,N,2020,N,Y,TRUE,MCPS,0.5,6
20190345,F,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,Y,R,General Studies,12,6,2,N,N,2020,N,Y,TRUE,MCPS,0.5,6
20190346,F,Black / African Am.,< 18,Springbrook Sr High School,FT,Silver Spring,MD,20905,Y,T,Business,12,3,0.5,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20190347,M,Asian,18 - 20,Walter Johnson High School,FT,Silver Spring,MD,20906,N,R,Business,43,43,4,N,Y,2020,N,Y,TRUE,MCPS,1,0
20190348,F,Asian,18 - 20,Sherwood High School,FT,Olney,MD,20832,Y,T,General Studies,15,9,2.67,Y,Y,2020,N,Y,TRUE,MCPS,0.6,6
20190349,F,Foreign,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,N,T,Science,19,10,3.57,Y,N,2020,N,Y,TRUE,MCPS,0.5263157894736842,9
20190353,F,White,< 18,Northwest HS - Germantown,FT,Gaithersburg,MD,20878,N,G,Business,23,23,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190354,M,Asian,18 - 20,Colonel Zadok Magruder HS,PT,Derwood,MD,20855,Y,R,Engineering Science,5,4,2,N,Y,2020,N,Y,TRUE,MCPS,0.8,1
20190356,M,Black / African Am.,18 - 20,Sherwood High School,FT,Olney,MD,20832,Y,G,Computer Gaming and Simulation,12,12,3.75,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190359,M,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,Y,R,General Studies,14,12,3.5,Y,Y,2020,N,Y,TRUE,MCPS,0.8571428571428571,2
20190361,F,Hispanic,18 - 20,John F. Kennedy High School,PT,Silver Spring,MD,20904,Y,G,Health Sciences,9,9,2.67,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190362,F,Hispanic,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,N,R,Business,13,9,3,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20190363,F,Hispanic,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20901,Y,T,Education,18,9,3.33,Y,N,2020,N,Y,TRUE,MCPS,0.5,9
20190366,N,Black / African Am.,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,Y,T,Cybersecurity,14,6,2.5,N,Y,2020,N,Y,TRUE,MCPS,0.42857142857142855,8
20190367,M,Black / African Am.,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20905,N,R,Broadcast Media,12,3,0.5,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20190368,M,Asian,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20904,N,NA,Cybersecurity,9,9,3.33,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190371,F,Black / African Am.,18 - 20,Quince Orchard Sr High School,FT,Germantown,MD,20874,Y,G,General Studies,10,0,0,N,N,2020,N,Y,TRUE,MCPS,0,10
20190372,M,Black / African Am.,18 - 20,Rockville High School,PT,Rockville,MD,20853,Y,R,Education,1,1,4,N,N,2020,N,Y,TRUE,MCPS,1,0
20190373,F,Hispanic,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20905,N,T,Business,22,18,3,Y,N,2020,N,Y,TRUE,MCPS,0.8181818181818182,4
20190375,M,Multi-Race,18 - 20,Gaithersburg High School,FT,Montgomery Village,MD,20886,N,R,General Studies,30,30,4,N,Y,2020,N,Y,TRUE,MCPS,1,0
20190376,M,White,18 - 20,Rockville High School,PT,Kensington,MD,20895,N,R,Business,9,3,1.5,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20190378,N,White,18 - 20,Thomas Sprigg Wootton High Sch,FT,North Potomac,MD,20878,N,R,General Studies,24,24,2.8,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190380,F,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20886,Y,R,General Studies,13,13,3.23,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190383,F,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,Y,R,General Studies,13,5,4,N,N,2020,N,Y,TRUE,MCPS,0.38461538461538464,8
20190385,F,Asian,18 - 20,Wheaton High School,FT,Rockville,MD,20850,Y,R,General Studies,14,7,2,N,N,2020,N,Y,TRUE,MCPS,0.5,7
20190386,F,Hispanic,18 - 20,Watkins Mill High School,PT,Montgomery Village,MD,20886,Y,G,Health Sciences,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20190388,M,Foreign,18 - 20,Albert Einstein HS & MC Art Cn,PT,Silver Spring,MD,20902,N,R,Construction Management,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20190389,F,Asian,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20904,Y,T,Art,9,3,2,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20190390,F,Black / African Am.,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20910,Y,T,Business,12,12,3.5,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190391,M,Black / African Am.,18 - 20,Seneca Valley High School,PT,Germantown,MD,20874,Y,G,Engineering Science,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20190392,F,Hispanic,18 - 20,Richard Montgomery High School,PT,Rockville,MD,20851,N,R,Criminal Justice,9,4,1.25,N,N,2020,N,Y,TRUE,MCPS,0.4444444444444444,5
20190395,M,Asian,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,N,G,Business,16,12,2.5,Y,N,2020,N,Y,TRUE,MCPS,0.75,4
20190396,F,White,18 - 20,Albert Einstein HS & MC Art Cn,PT,Silver Spring,MD,20910,N,T,Art,6,6,3,N,N,2020,N,Y,TRUE,MCPS,1,0
20190397,M,Black / African Am.,18 - 20,Watkins Mill High School,FT,Gaithersburg,MD,20879,Y,G,General Studies,12,12,3,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190399,F,Hispanic,< 18,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,Y,R,Business,13,11,3.63,N,Y,2020,N,Y,TRUE,MCPS,0.8461538461538461,2
20190401,F,Asian,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,Y,R,Science,11,10,3.6,N,Y,2020,N,Y,TRUE,MCPS,0.9090909090909091,1
20190402,M,Asian,18 - 20,Thomas Sprigg Wootton High Sch,FT,North Potomac,MD,20878,Y,R,Computer Science,23,13,4,N,N,2020,N,Y,TRUE,MCPS,0.5652173913043478,10
20190403,M,Hispanic,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20906,Y,T,General Studies,14,6,1,Y,N,2020,N,Y,TRUE,MCPS,0.42857142857142855,8
20190404,M,Hispanic,18 - 20,Wheaton High School,FT,Burtonsville,MD,20866,Y,R,Engineering Science,15,9,2.33,Y,N,2020,N,Y,TRUE,MCPS,0.6,6
20190407,F,Hispanic,18 - 20,Gaithersburg High School,PT,Gaithersburg,MD,20877,Y,G,General Studies,4,4,3,N,N,2020,N,Y,TRUE,MCPS,1,0
20190409,M,Hispanic,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,Y,NA,Computer Gaming and Simulation,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20190412,F,Asian,< 18,Wheaton High School,FT,Silver Spring,MD,20906,N,R,General Studies,44,37,0.93,N,N,2020,N,Y,TRUE,MCPS,0.8409090909090909,7
20190413,F,Asian,18 - 20,Watkins Mill High School,PT,Montgomery Village,MD,20886,Y,G,General Studies,6,6,3,N,Y,2020,N,Y,TRUE,MCPS,1,0
20190415,F,Black / African Am.,18 - 20,Albert Einstein HS & MC Art Cn,FT,Silver Spring,MD,20906,Y,R,General Studies,13,9,2.33,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20190417,M,Hispanic,18 - 20,Walter Johnson High School,FT,Rockville,MD,20852,Y,R,Business,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20190418,F,Asian,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20901,Y,R,Architectural Technology,16,16,3.81,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190419,F,Hispanic,18 - 20,Northwood High School,FT,Silver Spring,MD,20902,Y,T,General Studies,12,4,0.57,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,8
20190420,M,White,18 - 20,Thomas Sprigg Wootton High Sch,PT,North Potomac,MD,20878,Y,R,General Studies,11,0,0,N,N,2020,N,Y,TRUE,MCPS,0,11
20190421,F,Hispanic,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,Y,R,General Studies,13,13,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190425,M,White,18 - 20,Walter Johnson High School,PT,Rockville,MD,20852,N,R,General Studies,3,0,0,N,N,2020,N,Y,TRUE,MCPS,0,3
20190427,M,Black / African Am.,18 - 20,Rockville High School,FT,Silver Spring,MD,20906,Y,R,General Studies,15,15,3.6,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190428,F,White,18 - 20,Damascus High School,FT,Damascus,MD,20872,Y,G,General Studies,12,7,3,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20190430,M,Hispanic,< 18,Albert Einstein HS & MC Art Cn,PT,Kensington,MD,20895,N,R,Building Trade,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20190431,F,Foreign,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,N,G,General Studies,18,15,2.75,Y,N,2020,N,Y,TRUE,MCPS,0.8333333333333334,3
20190433,F,Hispanic,18 - 20,Colonel Zadok Magruder HS,FT,Gaithersburg,MD,20877,Y,R,Graphic Design,20,15,3.5,Y,N,2020,N,Y,TRUE,MCPS,0.75,5
20190435,F,Hispanic,18 - 20,Albert Einstein HS & MC Art Cn,PT,Silver Spring,MD,20902,N,R,General Studies,10,6,2.5,Y,N,2020,N,Y,TRUE,MCPS,0.6,4
20190436,F,Hispanic,18 - 20,Watkins Mill High School,FT,Gaithersburg,MD,20886,Y,G,General Studies,21,16,2,Y,N,2020,N,Y,TRUE,MCPS,0.7619047619047619,5
20190437,F,White,< 18,Seneca Valley High School,FT,Germantown,MD,20874,Y,G,General Studies,13,0,0,N,N,2020,N,Y,TRUE,MCPS,0,13
20190439,F,Foreign,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20910,N,T,Health Sciences,14,8,1.38,N,N,2020,N,Y,TRUE,MCPS,0.5714285714285714,6
20190440,F,Hispanic,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,NA,General Studies,12,7,4,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20190441,M,Black / African Am.,18 - 20,Wheaton High School,FT,Silver Spring,MD,20906,Y,T,Science,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20190445,M,Foreign,18 - 20,Richard Montgomery High School,PT,Rockville,MD,20850,N,R,General Studies,3,0,0,N,N,2020,N,Y,TRUE,MCPS,0,3
20190446,F,Hispanic,18 - 20,Wheaton High School,PT,Silver Spring,MD,20904,N,R,General Studies,8,3,4,N,N,2020,N,Y,TRUE,MCPS,0.375,5
20190449,F,Asian,18 - 20,Albert Einstein HS & MC Art Cn,PT,Silver Spring,MD,20902,Y,R,Health Sciences,6,6,4,N,N,2020,N,Y,TRUE,MCPS,1,0
20190450,F,Foreign,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20910,N,T,General Studies,15,15,3.73,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190452,M,Black / African Am.,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,N,R,General Studies,11,7,4,N,N,2020,N,Y,TRUE,MCPS,0.6363636363636364,4
20190453,M,Black / African Am.,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,N,R,General Studies,13,4,0.77,Y,N,2020,N,Y,TRUE,MCPS,0.3076923076923077,9
20190454,M,Black / African Am.,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20902,N,R,Theatre,15,15,3.6,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190456,M,Asian,18 - 20,Paint Branch High School,PT,Laurel,MD,20707,N,T,General Studies,7,3,0.86,Y,N,2020,N,Y,TRUE,MCPS,0.42857142857142855,4
20190457,M,Hispanic,18 - 20,Rockville High School,PT,Rockville,MD,20853,Y,R,Criminal Justice,9,4,3.75,N,N,2020,N,Y,TRUE,MCPS,0.4444444444444444,5
20190458,M,Hispanic,18 - 20,Wheaton High School,FT,Silver Spring,MD,20901,N,T,General Studies,11,6,1.8,Y,N,2020,N,Y,TRUE,MCPS,0.5454545454545454,5
20190461,M,Asian,18 - 20,Northwood High School,FT,Silver Spring,MD,20902,Y,R,Engineering Science,12,8,1.5,N,N,2020,N,Y,TRUE,MCPS,0.6666666666666666,4
20190462,M,Asian,18 - 20,Montgomery Blair High School,FT,Takoma Park,MD,20912,Y,T,Engineering Science,13,13,2,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190463,M,Asian,18 - 20,Quince Orchard Sr High School,FT,Germantown,MD,20874,Y,G,Cybersecurity,13,6,2,Y,N,2020,N,Y,TRUE,MCPS,0.46153846153846156,7
20190465,M,Black / African Am.,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,N,G,Business,16,16,3.75,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190466,M,Foreign,18 - 20,Wheaton High School,FT,Silver Spring,MD,20906,N,R,Engineering Science,13,13,2.92,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190468,F,Foreign,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,N,R,Architectural Technology,7,3,4,Y,N,2020,N,Y,TRUE,MCPS,0.42857142857142855,4
20190471,M,Hispanic,18 - 20,Paint Branch High School,PT,Burtonsville,MD,20866,N,T,General Studies,6,3,0.5,N,N,2020,N,Y,TRUE,MCPS,0.5,3
20190472,M,Black / African Am.,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,Y,R,Business,7,3,1,N,N,2020,N,Y,TRUE,MCPS,0.42857142857142855,4
20190473,M,Asian,< 18,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,N,G,Science,15,10,1.79,Y,N,2020,N,Y,TRUE,MCPS,0.6666666666666666,5
20190474,F,Foreign,18 - 20,Clarksburg High School,PT,Germantown,MD,20876,N,NA,General Studies,8,3,1,N,N,2020,N,Y,TRUE,MCPS,0.375,5
20190476,M,Hispanic,18 - 20,Northwest HS - Germantown,PT,Gaithersburg,MD,20878,N,R,General Studies,10,10,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190477,F,Hispanic,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20903,Y,NA,Health Sciences,10,6,3,Y,N,2020,N,Y,TRUE,MCPS,0.6,4
20190478,F,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,Y,R,Graphic Design,19,19,4,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190479,M,Hispanic,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20904,N,R,Computer Science,27,26,4,Y,Y,2020,N,Y,TRUE,MCPS,0.9629629629629629,1
20190480,F,Hispanic,18 - 20,Colonel Zadok Magruder HS,FT,Gaithersburg,MD,20877,Y,G,Education,13,13,3.54,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190482,M,Asian,< 18,Clarksburg High School,FT,Clarksburg,MD,20871,N,G,Computer Applications,13,13,3.38,N,Y,2020,N,Y,TRUE,MCPS,1,0
20190489,F,Black / African Am.,18 - 20,Albert Einstein HS & MC Art Cn,FT,Silver Spring,MD,20902,Y,T,Science,12,12,3.75,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190490,F,Hispanic,18 - 20,John F. Kennedy High School,FT,Brookeville,MD,20833,Y,R,Health Sciences,13,9,1.67,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20190492,F,Hispanic,< 18,Bethesda Chevy Chase High Schl,FT,Bethesda,MD,20814,N,R,Science,18,11,1.07,N,N,2020,N,Y,TRUE,MCPS,0.6111111111111112,7
20190493,F,White,18 - 20,Quince Orchard Sr High School,FT,North Potomac,MD,20878,N,G,General Studies,13,13,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190494,M,Hispanic,18 - 20,Wheaton High School,PT,Rockville,MD,20853,Y,R,Science,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20190496,M,White,18 - 20,Damascus High School,FT,Gaithersburg,MD,20882,N,G,Engineering Science,13,9,2.67,N,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20190497,F,Foreign,18 - 20,Northwood High School,FT,Silver Spring,MD,20904,N,R,General Studies,14,12,2,N,Y,2020,N,Y,TRUE,MCPS,0.8571428571428571,2
20190498,M,Hispanic,18 - 20,Rockville High School,FT,Silver Spring,MD,20906,Y,R,General Studies,39,38,3.27,N,Y,2020,N,Y,TRUE,MCPS,0.9743589743589743,1
20190499,M,Hispanic,18 - 20,Rockville High School,PT,Rockville,MD,20851,Y,T,Health Sciences,9,4,3,N,N,2020,N,Y,TRUE,MCPS,0.4444444444444444,5
20190500,M,White,18 - 20,Albert Einstein HS & MC Art Cn,FT,Silver Spring,MD,20906,N,R,General Studies,12,12,4,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190501,M,Unknown,18 - 20,Sherwood High School,FT,Sandy Spring,MD,20860,Y,R,General Studies,12,12,3.25,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190503,M,Hispanic,18 - 20,Gaithersburg High School,FT,Montgomery Village,MD,20886,N,G,General Studies,20,16,4,Y,N,2020,N,Y,TRUE,MCPS,0.8,4
20190506,M,White,18 - 20,Damascus High School,FT,Damascus,MD,20872,N,G,General Studies,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20190507,M,Black / African Am.,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20904,Y,T,General Studies,14,12,3,Y,Y,2020,N,Y,TRUE,MCPS,0.8571428571428571,2
20190509,M,Asian,18 - 20,Watkins Mill High School,PT,Montgomery Village,MD,20886,Y,R,Network and Wireless Technologies,3,0,0,N,N,2020,N,Y,TRUE,MCPS,0,3
20190510,F,Hispanic,18 - 20,Albert Einstein HS & MC Art Cn,PT,Rockville,MD,20853,N,R,General Studies,8,6,4,N,Y,2020,N,Y,TRUE,MCPS,0.75,2
20190511,F,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,Y,R,General Studies,16,13,2.71,Y,N,2020,N,Y,TRUE,MCPS,0.8125,3
