u_number,sex,race,age,high_school,full_part,city,stat_code,zip,pell_grant,camp_code,major,hours_attempted,hours_earned,mc_gpa,pass_engl,pass_math,term_year,summer1,fall,MCPS,HS_classify,hours_earned_rate,unearned_hours
20190002,M,Hispanic,18 - 20,Walter Johnson High School,FT,Rockville,MD,20852,N,R,Business,22,18,3,Y,N,2020,N,Y,TRUE,MCPS,0.8181818181818182,4
20190004,M,Asian,18 - 20,Thomas Sprigg Wootton High Sch,PT,Gaithersburg,MD,20878,N,R,Science,4,0,0,N,N,2020,N,Y,TRUE,MCPS,0,4
20190006,F,Hispanic,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20904,N,T,General Studies,10,10,3.7,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190008,M,White,18 - 20,Gaithersburg High School,PT,Gaithersburg,MD,20882,N,G,General Studies,9,9,3.67,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190009,M,White,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,Y,R,Cybersecurity,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20190010,N,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,N,R,General Studies,17,12,2.67,Y,N,2020,N,Y,TRUE,MCPS,0.7058823529411765,5
20190011,F,Black / African Am.,18 - 20,Northwood High School,PT,Silver Spring,MD,20906,Y,T,General Studies,2,0,0,N,N,2020,N,Y,TRUE,MCPS,0,2
20190012,M,Asian,18 - 20,Gaithersburg High School,PT,Gaithersburg,MD,20882,N,R,Business,10,10,2.3,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190014,F,Hispanic,18 - 20,Rockville High School,FT,Rockville,MD,20853,Y,R,Science,14,10,3.6,Y,Y,2020,N,Y,TRUE,MCPS,0.7142857142857143,4
20190015,F,Hispanic,18 - 20,Rockville High School,FT,Rockville,MD,20853,N,R,Health Sciences,22,9,0,N,N,2020,N,Y,TRUE,MCPS,0.4090909090909091,13
20190016,M,Black / African Am.,18 - 20,Gaithersburg High School,PT,Gaithersburg,MD,20877,Y,R,General Studies,3,3,2,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190017,F,Black / African Am.,18 - 20,Watkins Mill High School,FT,Germantown,MD,20876,Y,G,General Studies,18,6,0,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,12
20190018,F,White,18 - 20,Walter Johnson High School,FT,Kensington,MD,20895,N,R,General Studies,12,6,3,Y,N,2020,N,Y,TRUE,MCPS,0.5,6
20190019,M,White,18 - 20,Rockville High School,FT,Rockville,MD,20851,N,R,Engineering Science,13,9,1.67,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20190022,M,Hispanic,18 - 20,Winston Churchill High School,FT,Potomac,MD,20854,N,R,Computer Science,13,13,3.77,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190023,F,Hispanic,18 - 20,Richard Montgomery High School,FT,Chevy Chase,MD,20815,Y,R,General Studies,9,6,2,Y,N,2020,N,Y,TRUE,MCPS,0.6666666666666666,3
20190024,M,White,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20879,Y,G,Cybersecurity,9,6,0.67,N,N,2020,N,Y,TRUE,MCPS,0.6666666666666666,3
20190026,F,Hawaiian / Pac. Isl.,18 - 20,John F. Kennedy High School,FT,North Bethesda,MD,20852,Y,R,Business,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20190028,F,Hispanic,18 - 20,Montgomery Blair High School,PT,Adelphi,MD,20783,N,T,General Studies,9,9,2.33,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190029,F,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,N,G,Science,15,15,3.73,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190031,M,Hispanic,18 - 20,Seneca Valley High School,FT,Germantown,MD,20876,N,G,"Health Enhancement, Exercise Science, and
Physical Education",9,9,2,N,N,2020,N,Y,TRUE,MCPS,1,0
20190032,F,Hispanic,18 - 20,Watkins Mill High School,FT,Gaithersburg,MD,20879,Y,G,General Studies,12,3,0.43,N,N,2020,N,Y,TRUE,MCPS,0.25,9
20190033,F,Foreign,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20901,N,T,General Studies,12,7,3.43,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20190035,M,Hispanic,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,Y,R,Building Trade,10,10,1.9,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190040,M,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,N,R,General Studies,13,0,0,N,N,2020,N,Y,TRUE,MCPS,0,13
20190041,F,Black / African Am.,18 - 20,Paint Branch High School,PT,Burtonsville,MD,20866,N,R,Business,9,9,2,N,Y,2020,N,Y,TRUE,MCPS,1,0
20190044,F,Black / African Am.,18 - 20,James Hubert Blake High School,PT,Silver Spring,MD,20901,Y,T,General Studies,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20190045,M,Foreign,18 - 20,Wheaton High School,FT,Silver Spring,MD,20901,N,NA,Computer Science,13,13,3.77,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190046,M,Black / African Am.,18 - 20,Wheaton High School,FT,Silver Spring,MD,20906,Y,R,General Studies,12,7,2.57,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20190047,M,Asian,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20877,Y,R,Science,15,9,2.67,Y,N,2020,N,Y,TRUE,MCPS,0.6,6
20190049,F,Asian,18 - 20,Paint Branch High School,FT,Bethesda,MD,20817,N,R,Computer Science,13,9,1.67,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20190050,M,Hispanic,18 - 20,Albert Einstein HS & MC Art Cn,FT,Silver Spring,MD,20910,Y,T,Health Sciences,16,16,3.38,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190051,M,Hispanic,18 - 20,James Hubert Blake High School,PT,Ashton,MD,20861,N,T,General Studies,9,1,1,N,N,2020,N,Y,TRUE,MCPS,0.1111111111111111,8
20190053,F,Hispanic,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,Y,R,Health Sciences,3,3,1,N,N,2020,N,Y,TRUE,MCPS,1,0
20190055,F,Black / African Am.,18 - 20,James Hubert Blake High School,PT,Silver Spring,MD,20905,Y,T,General Studies,10,1,0.5,N,N,2020,N,Y,TRUE,MCPS,0.1,9
20190056,M,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20902,N,R,General Studies,12,9,1.75,Y,N,2020,N,Y,TRUE,MCPS,0.75,3
20190057,M,Hispanic,18 - 20,Albert Einstein HS & MC Art Cn,FT,Silver Spring,MD,20906,Y,R,Education,17,17,4,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190058,M,Asian,18 - 20,Bethesda Chevy Chase High Schl,FT,Bethesda,MD,20814,N,R,Business,11,9,2.33,Y,Y,2020,N,Y,TRUE,MCPS,0.8181818181818182,2
20190061,M,Foreign,18 - 20,Walt Whitman High School,FT,Bethesda,MD,20816,N,R,General Studies,15,13,2.46,Y,Y,2020,N,Y,TRUE,MCPS,0.8666666666666667,2
20190064,F,Black / African Am.,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,Y,G,General Studies,12,7,3.14,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20190069,F,Black / African Am.,18 - 20,Bethesda Chevy Chase High Schl,FT,Bethesda,MD,20814,Y,R,General Studies,12,12,2.75,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190070,F,Black / African Am.,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,N,G,General Studies,15,3,1.5,N,N,2020,N,Y,TRUE,MCPS,0.2,12
20190071,M,White,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,Y,R,Science,14,7,1.07,N,N,2020,N,Y,TRUE,MCPS,0.5,7
20190073,F,Hispanic,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,N,R,General Studies,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20190074,M,White,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,N,G,Science,29,22,3,Y,N,2020,N,Y,TRUE,MCPS,0.7586206896551724,7
20190075,F,Hispanic,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,Y,R,General Studies,16,6,0,N,N,2020,N,Y,TRUE,MCPS,0.375,10
20190077,M,Hispanic,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20902,Y,R,Business,11,0,0,N,N,2020,N,Y,TRUE,MCPS,0,11
20190078,M,Asian,18 - 20,Clarksburg High School,FT,Rockville,MD,20851,Y,R,Art,21,21,3.48,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190080,F,Black / African Am.,18 - 20,Quince Orchard Sr High School,FT,Gaithersburg,MD,20878,Y,R,General Studies,19,13,1.6,N,N,2020,N,Y,TRUE,MCPS,0.6842105263157895,6
20190081,M,Black / African Am.,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20851,N,R,Business,12,3,0.67,Y,N,2020,N,Y,TRUE,MCPS,0.25,9
20190082,F,Black / African Am.,< 18,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,G,Science,13,6,4,Y,N,2020,N,Y,TRUE,MCPS,0.46153846153846156,7
20190083,F,Asian,18 - 20,James Hubert Blake High School,PT,Silver Spring,MD,20904,N,R,General Studies,2,0,0,N,N,2020,N,Y,TRUE,MCPS,0,2
20190084,F,Hispanic,18 - 20,Rockville High School,FT,Silver Spring,MD,20906,N,R,General Studies,13,4,1.29,N,N,2020,N,Y,TRUE,MCPS,0.3076923076923077,9
20190087,M,Black / African Am.,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,Y,R,Engineering Science,10,0,0,N,N,2020,N,Y,TRUE,MCPS,0,10
20190088,F,Hispanic,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20901,Y,T,General Studies,10,0,0,N,N,2020,N,Y,TRUE,MCPS,0,10
20190090,F,Hispanic,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,Y,G,American Sign Language,12,12,3.25,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190091,F,Hispanic,< 18,Albert Einstein HS & MC Art Cn,FT,Silver Spring,MD,20902,Y,R,Health Sciences,14,12,2.25,Y,Y,2020,N,Y,TRUE,MCPS,0.8571428571428571,2
20190092,M,Multi-Race,18 - 20,Winston Churchill High School,PT,Kensington,MD,20895,Y,R,General Studies,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20190093,M,Hispanic,18 - 20,Thomas Sprigg Wootton High Sch,FT,North Potomac,MD,20878,N,R,"Health Enhancement, Exercise Science, and
Physical Education",12,7,2.8,N,Y,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20190095,M,Asian,18 - 20,Richard Montgomery High School,PT,Rockville,MD,20852,N,R,Science,10,10,4,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190097,F,White,18 - 20,Bethesda Chevy Chase High Schl,FT,Bethesda,MD,20814,N,T,Health Sciences,9,3,1,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20190098,M,Hispanic,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,G,Computer Science,16,15,3,Y,Y,2020,N,Y,TRUE,MCPS,0.9375,1
20190099,M,Hispanic,18 - 20,Seneca Valley High School,PT,Germantown,MD,20874,N,G,General Studies,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20190100,M,Hispanic,18 - 20,Sherwood High School,FT,Olney,MD,20832,N,R,Education,12,12,3.33,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190101,M,Hispanic,18 - 20,Clarksburg High School,FT,Germantown,MD,20876,Y,R,Building Trade,12,6,3.5,N,Y,2020,N,Y,TRUE,MCPS,0.5,6
20190104,M,Asian,18 - 20,Northwest HS - Germantown,FT,Boyds,MD,20841,Y,G,Computer Science,14,13,3.77,Y,Y,2020,N,Y,TRUE,MCPS,0.9285714285714286,1
20190109,M,Hispanic,18 - 20,Wheaton High School,PT,Silver Spring,MD,20910,Y,R,Building Trade,6,6,3,N,N,2020,N,Y,TRUE,MCPS,1,0
20190110,F,Black / African Am.,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,N,R,Health Sciences,15,13,3.54,Y,Y,2020,N,Y,TRUE,MCPS,0.8666666666666667,2
20190113,0,Hispanic,18 - 20,Clarksburg High School,PT,Germantown,MD,20876,N,G,Business,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20190114,M,Hispanic,18 - 20,Damascus High School,FT,Gaithersburg,MD,20882,N,G,Business,11,9,3,Y,Y,2020,N,Y,TRUE,MCPS,0.8181818181818182,2
20190115,M,Asian,18 - 20,Montgomery Blair High School,FT,Takoma Park,MD,20912,Y,T,General Studies,13,13,3.46,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190116,M,Black / African Am.,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20905,Y,R,Computer Gaming and Simulation,11,9,1.33,Y,N,2020,N,Y,TRUE,MCPS,0.8181818181818182,2
20190119,F,Black / African Am.,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,Y,T,Business,10,6,3.5,N,N,2020,N,Y,TRUE,MCPS,0.6,4
20190124,M,Asian,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,N,R,General Studies,13,6,2.5,Y,N,2020,N,Y,TRUE,MCPS,0.46153846153846156,7
20190125,M,Asian,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,Y,R,Building Trade,8,0,0,N,N,2020,N,Y,TRUE,MCPS,0,8
20190126,F,Hispanic,18 - 20,Colonel Zadok Magruder HS,FT,Rockville,MD,20850,Y,R,General Studies,13,7,3.14,N,N,2020,N,Y,TRUE,MCPS,0.5384615384615384,6
20190127,M,White,18 - 20,Montgomery Blair High School,PT,Takoma Park,MD,20912,N,T,Computer Science,2,2,3,N,N,2020,N,Y,TRUE,MCPS,1,0
20190132,F,Hispanic,18 - 20,James Hubert Blake High School,FT,Ashton,MD,20861,N,R,General Studies,13,11,2.45,Y,Y,2020,N,Y,TRUE,MCPS,0.8461538461538461,2
20190134,M,Foreign,18 - 20,Watkins Mill High School,FT,Gaithersburg,MD,20879,N,G,Business,17,6,2,N,N,2020,N,Y,TRUE,MCPS,0.35294117647058826,11
20190135,F,Hispanic,< 18,Seneca Valley High School,FT,Germantown,MD,20874,Y,G,Communication,15,0,0,N,N,2020,N,Y,TRUE,MCPS,0,15
20190139,F,Foreign,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,N,T,Education,12,6,3.5,Y,N,2020,N,Y,TRUE,MCPS,0.5,6
20190140,M,White,18 - 20,Thomas Sprigg Wootton High Sch,FT,Rockville,MD,20850,N,R,Business,16,16,3.38,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190141,F,Hispanic,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20904,N,T,Education,7,1,1,N,N,2020,N,Y,TRUE,MCPS,0.14285714285714285,6
20190142,F,Black / African Am.,18 - 20,Colonel Zadok Magruder HS,PT,Derwood,MD,20855,N,R,General Studies,7,7,3.57,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190145,M,Black / African Am.,18 - 20,James Hubert Blake High School,FT,Silver Spring,MD,20904,Y,T,General Studies,12,7,1.29,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20190147,M,Black / African Am.,18 - 20,Watkins Mill High School,PT,Germantown,MD,20874,N,G,Music,7,1,2,N,N,2020,N,Y,TRUE,MCPS,0.14285714285714285,6
20190150,F,Black / African Am.,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20904,Y,T,Science,14,14,3.5,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190151,F,White,18 - 20,Sherwood High School,FT,Derwood,MD,20855,N,R,General Studies,19,19,3.23,N,N,2020,N,Y,TRUE,MCPS,1,0
20190152,N,Hispanic,18 - 20,John F. Kennedy High School,PT,Silver Spring,MD,20902,Y,T,Criminal Justice,9,3,3,N,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,6
20190154,F,Foreign,< 18,Northwest HS - Germantown,FT,Boyds,MD,20841,N,G,Cybersecurity,18,15,2,Y,Y,2020,N,Y,TRUE,MCPS,0.8333333333333334,3
20190156,F,Hispanic,18 - 20,Seneca Valley High School,PT,Germantown,MD,20874,N,G,General Studies,9,9,3.33,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190157,M,Hispanic,18 - 20,Walter Johnson High School,FT,Rockville,MD,20852,N,R,General Studies,12,12,3.25,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190158,M,Hispanic,18 - 20,Northwest HS - Germantown,PT,Gaithersburg,MD,20878,Y,R,Criminal Justice,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20190159,M,Foreign,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20902,N,T,Business,12,12,3,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190160,M,Asian,18 - 20,Seneca Valley High School,FT,Germantown,MD,20876,N,G,General Studies,16,12,2.5,Y,N,2020,N,Y,TRUE,MCPS,0.75,4
20190161,M,White,18 - 20,Springbrook Sr High School,FT,Burtonsville,MD,20866,N,G,General Studies,14,9,2.25,Y,N,2020,N,Y,TRUE,MCPS,0.6428571428571429,5
20190162,M,Black / African Am.,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,Y,G,General Studies,12,11,2.91,Y,N,2020,N,Y,TRUE,MCPS,0.9166666666666666,1
20190163,F,Black / African Am.,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,Y,T,General Studies,14,10,1.9,Y,N,2020,N,Y,TRUE,MCPS,0.7142857142857143,4
20190165,F,Hispanic,18 - 20,Gaithersburg High School,FT,Gaithersburg,MD,20879,Y,R,General Studies,14,10,2.5,Y,N,2020,N,Y,TRUE,MCPS,0.7142857142857143,4
20190166,M,Multi-Race,18 - 20,Wheaton High School,FT,Silver Spring,MD,20906,N,R,Business,13,9,4,N,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20190168,M,Unknown,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,N,G,Theatre,15,15,3.4,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190169,M,Hispanic,18 - 20,Springbrook Sr High School,PT,Silver Spring,MD,20904,N,R,Criminal Justice,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20190171,M,Multi-Race,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20904,N,R,Building Trade,10,7,3,N,N,2020,N,Y,TRUE,MCPS,0.7,3
20190172,M,White,18 - 20,Quince Orchard Sr High School,FT,North Potomac,MD,20878,N,R,Business,11,6,2.5,Y,N,2020,N,Y,TRUE,MCPS,0.5454545454545454,5
20190174,F,Asian,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20850,Y,R,Science,6,3,1,Y,N,2020,N,Y,TRUE,MCPS,0.5,3
20190176,M,White,18 - 20,Walt Whitman High School,FT,Bethesda,MD,20817,N,R,Engineering Science,14,14,2.43,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190177,M,Black / African Am.,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,Y,G,Computer Science,20,12,2.75,Y,N,2020,N,Y,TRUE,MCPS,0.6,8
20190178,F,Black / African Am.,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,Y,G,General Studies,12,7,2.29,N,N,2020,N,Y,TRUE,MCPS,0.5833333333333334,5
20190180,F,Black / African Am.,< 18,Poolesville Jr-Sr High School,FT,Germantown,MD,20876,N,G,Computer Science,18,15,2.73,Y,Y,2020,N,Y,TRUE,MCPS,0.8333333333333334,3
20190181,F,Hispanic,18 - 20,Watkins Mill High School,PT,Gaithersburg,MD,20879,N,G,Criminal Justice,6,0,0,N,N,2020,N,Y,TRUE,MCPS,0,6
20190182,F,Hispanic,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20901,Y,T,General Studies,10,4,3.25,N,N,2020,N,Y,TRUE,MCPS,0.4,6
20190184,F,Hispanic,18 - 20,Rockville High School,PT,Rockville,MD,20853,N,T,General Studies,8,3,4,N,N,2020,N,Y,TRUE,MCPS,0.375,5
20190186,M,Hispanic,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,N,G,General Studies,14,3,0.75,N,N,2020,N,Y,TRUE,MCPS,0.21428571428571427,11
20190187,M,White,18 - 20,Poolesville Jr-Sr High School,FT,Barnesville,MD,20838,N,G,Business,13,13,2,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190188,F,Hispanic,18 - 20,Richard Montgomery High School,PT,Rockville,MD,20850,Y,R,Health Sciences,9,4,4,N,N,2020,N,Y,TRUE,MCPS,0.4444444444444444,5
20190189,F,White,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,N,G,General Studies,37,37,3.67,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190193,F,White,18 - 20,Walter Johnson High School,PT,Rockville,MD,20852,Y,R,General Studies,3,0,0,N,N,2020,N,Y,TRUE,MCPS,0,3
20190197,M,Hispanic,18 - 20,Paint Branch High School,PT,Silver Spring,MD,20904,N,T,Undeclared,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20190199,F,White,< 18,Northwest HS - Germantown,FT,Boyds,MD,20841,N,G,General Studies,12,12,3.75,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190202,M,Foreign,< 18,Northwood High School,FT,Silver Spring,MD,20902,N,R,Engineering Science,15,9,2.33,Y,N,2020,N,Y,TRUE,MCPS,0.6,6
20190203,F,Hispanic,18 - 20,Montgomery Blair High School,PT,Silver Spring,MD,20901,Y,T,General Studies,9,9,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190204,M,Asian,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20906,N,R,Computer Science,45,45,4,N,N,2020,N,Y,TRUE,MCPS,1,0
20190207,F,Black / African Am.,18 - 20,Montgomery Blair High School,PT,Takoma Park,MD,20912,Y,T,General Studies,9,9,2.67,N,N,2020,N,Y,TRUE,MCPS,1,0
20190208,M,Black / African Am.,18 - 20,Wheaton High School,FT,Silver Spring,MD,20906,N,R,Health Sciences,13,9,2.08,Y,Y,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20190209,M,Black / African Am.,18 - 20,Albert Einstein HS & MC Art Cn,FT,Kensington,MD,20895,N,R,General Studies,12,4,1.63,Y,N,2020,N,Y,TRUE,MCPS,0.3333333333333333,8
20190210,F,Asian,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,Y,R,Computer Science,23,13,0,N,N,2020,N,Y,TRUE,MCPS,0.5652173913043478,10
20190211,M,Black / African Am.,18 - 20,Gaithersburg High School,PT,Clarksburg,MD,20871,Y,R,General Studies,7,1,0.43,N,N,2020,N,Y,TRUE,MCPS,0.14285714285714285,6
20190212,M,Foreign,18 - 20,Rockville High School,PT,Rockville,MD,20853,N,R,Engineering Science,10,0,0,N,N,2020,N,Y,TRUE,MCPS,0,10
20190214,M,Asian,18 - 20,Seneca Valley High School,FT,Germantown,MD,20874,N,R,Science,36,36,3.85,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190215,M,Hispanic,18 - 20,Gaithersburg High School,PT,Gaithersburg,MD,20879,Y,R,Criminal Justice,5,0,0,N,N,2020,N,Y,TRUE,MCPS,0,5
20190217,F,Black / African Am.,18 - 20,Northwest HS - Germantown,PT,Germantown,MD,20874,Y,G,General Studies,3,3,4,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190219,F,Hispanic,18 - 20,Walter Johnson High School,FT,Bethesda,MD,20817,Y,T,General Studies,13,9,3,Y,N,2020,N,Y,TRUE,MCPS,0.6923076923076923,4
20190221,F,Hispanic,18 - 20,Quince Orchard Sr High School,PT,Gaithersburg,MD,20878,Y,G,General Studies,11,6,3,N,N,2020,N,Y,TRUE,MCPS,0.5454545454545454,5
20190222,M,Foreign,18 - 20,Rockville High School,PT,Rockville,MD,20852,N,T,Science,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20190225,M,Multi-Race,18 - 20,Damascus High School,PT,Damascus,MD,20872,N,G,Business,9,9,1.67,N,N,2020,N,Y,TRUE,MCPS,1,0
20190229,F,Black / African Am.,< 18,Montgomery Blair High School,FT,Takoma Park,MD,20912,N,T,Architectural Technology,16,12,4,Y,N,2020,N,Y,TRUE,MCPS,0.75,4
20190230,M,Black / African Am.,18 - 20,Colonel Zadok Magruder HS,FT,Olney,MD,20832,Y,R,Cybersecurity,15,4,1.29,N,Y,2020,N,Y,TRUE,MCPS,0.26666666666666666,11
20190231,M,White,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,N,G,Cybersecurity,12,6,2.5,N,N,2020,N,Y,TRUE,MCPS,0.5,6
20190232,M,Hispanic,18 - 20,Poolesville Jr-Sr High School,PT,Germantown,MD,20876,Y,G,Computer Gaming and Simulation,3,3,2,Y,N,2020,N,Y,TRUE,MCPS,1,0
20190234,F,Asian,18 - 20,Colonel Zadok Magruder HS,FT,Gaithersburg,MD,20879,Y,G,Health Sciences,16,16,3.77,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190235,F,Hispanic,18 - 20,Paint Branch High School,FT,Silver Spring,MD,20904,Y,T,General Studies,13,4,0.75,N,N,2020,N,Y,TRUE,MCPS,0.3076923076923077,9
20190238,F,White,18 - 20,Poolesville Jr-Sr High School,FT,Poolesville,MD,20837,N,G,General Studies,12,11,3.36,Y,N,2020,N,Y,TRUE,MCPS,0.9166666666666666,1
20190240,F,Black / African Am.,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20876,N,G,Business,9,0,0,N,N,2020,N,Y,TRUE,MCPS,0,9
20190242,M,Hispanic,18 - 20,Richard Montgomery High School,FT,Rockville,MD,20851,N,R,General Studies,7,0,0,N,N,2020,N,Y,TRUE,MCPS,0,7
20190243,M,Black / African Am.,18 - 20,Springbrook Sr High School,PT,Silver Spring,MD,20905,Y,T,General Studies,9,4,3,N,N,2020,N,Y,TRUE,MCPS,0.4444444444444444,5
20190245,M,Hispanic,18 - 20,Watkins Mill High School,FT,Montgomery Village,MD,20886,Y,R,General Studies,24,24,3,N,Y,2020,N,Y,TRUE,MCPS,1,0
20190246,F,White,18 - 20,Clarksburg High School,FT,Clarksburg,MD,20871,N,G,General Studies,12,0,0,N,N,2020,N,Y,TRUE,MCPS,0,12
20190249,F,Black / African Am.,18 - 20,Gaithersburg High School,FT,Rockville,MD,20853,Y,R,General Studies,13,4,3,N,N,2020,N,Y,TRUE,MCPS,0.3076923076923077,9
20190251,M,Black / African Am.,18 - 20,Montgomery Blair High School,FT,Silver Spring,MD,20901,Y,T,General Studies,12,12,3.25,Y,Y,2020,N,Y,TRUE,MCPS,1,0
20190254,M,Black / African Am.,18 - 20,Springbrook Sr High School,FT,Silver Spring,MD,20901,Y,T,General Studies,7,0,0,N,N,2020,N,Y,TRUE,MCPS,0,7
20190256,M,Hispanic,18 - 20,Wheaton High School,PT,Rockville,MD,20852,Y,R,General Studies,6,1,3,N,N,2020,N,Y,TRUE,MCPS,0.16666666666666666,5
20190258,F,Black / African Am.,18 - 20,John F. Kennedy High School,FT,Silver Spring,MD,20906,Y,R,Science,13,6,3,Y,N,2020,N,Y,TRUE,MCPS,0.46153846153846156,7
20190259,M,Hispanic,18 - 20,Northwest HS - Germantown,FT,Germantown,MD,20874,N,R,Computer Science,12,6,1.75,N,N,2020,N,Y,TRUE,MCPS,0.5,6
