"","u_number","sex","race","age","high_school","full_part","city","stat_code","zip","pell_grant","camp_code","major","hours_attempted","hours_earned","mc_gpa","pass_engl","pass_math","term_year","summer2","fall"
"6626","20203071","F","Hispanic","< 18","Seneca Valley High School","PT","Rockville","MD","20850","Y","R","Business",10,6,3,"N","N","2021","N","Y"
"6627","20203072","F","Multi-Race","18 - 20","Walter Johnson High School","FT","Bethesda","MD","20817","N","R","Health Sciences",12,7,3.57,"Y","N","2021","N","Y"
"6628","20203073","M","Black / African Am.","18 - 20","Colonel Zadok Magruder HS","PT","Gaithersburg","MD","20879","N","R","Health Sciences",11,3,3,"Y","N","2021","N","Y"
"6629","20203074","F","Foreign","18 - 20","Montgomery Blair High School","PT","Takoma Park","MD","20912","N","T","General Studies",15,0,0,"N","N","2021","N","Y"
"6630","20203075","F","Black / African Am.","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20903","N","T","Graphic Design",11,9,3,"Y","N","2021","N","Y"
"6631","20203076","M","Black / African Am.","18 - 20","Clarksburg High School","FT","Germantown","MD","20874","N","G","Business",11,3,0.67,"N","N","2021","N","Y"
"6632","20203077","M","Asian","18 - 20","Colonel Zadok Magruder HS","FT","Gaithersburg","MD","20879","N","R","Business",29,29,4,"Y","Y","2021","N","Y"
"6633","20203078","F","Hispanic","18 - 20","Northwest HS - Germantown","PT",NA,NA,NA,"N","G","Graphic Design",10,6,1.2,"N","N","2021","N","Y"
"6634","20203079","F","Hispanic","18 - 20","Don Bosco Cristo Rey High Sch.","PT","Silver Spring","MD","20904","N","T","Business",9,4,3.75,"N","N","2021","N","Y"
"6635","20203080","F","Black / African Am.","18 - 20","Paint Branch High School","PT","Burtonsville","MD","20866","Y","R","Health Sciences",12,0,0,"N","N","2021","N","Y"
"6636","20203082","F","Asian","18 - 20","Clarksburg High School","FT","Germantown","MD","20876","N","T","General Studies",14,14,3.5,"Y","Y","2021","N","Y"
"6637","20203083","M","White","18 - 20","Albert Einstein HS & MC Art Cn","FT","Silver Spring","MD","20910","Y","T","Computer Applications",12,10,3.4,"N","Y","2021","N","Y"
"6638","20203084","M","Asian","18 - 20","Paint Branch High School","PT","Silver Spring","MD","20905","Y","T","General Studies",8,3,1.71,"Y","N","2021","N","Y"
"6639","20203085","F","White","18 - 20","Northwood High School","FT","Silver Spring","MD","20906","Y","T","Science",14,7,3.14,"Y","N","2021","N","Y"
"6640","20203086","M","Black / African Am.","18 - 20","Winston Churchill High School","FT","Potomac","MD","20854","Y","R","Computer Science",24,24,3.54,"N","Y","2021","N","Y"
"6641","20203087","F","Hispanic","< 18","Seneca Valley High School","FT","Germantown","MD","20874","N","G","Performing Arts",12,12,4,"N","N","2021","N","Y"
"6642","20203088","M","Black / African Am.","18 - 20","Paint Branch High School","PT","Burtonsville","MD","20866","Y","T","Business",8,0,0,"N","N","2021","N","Y"
"6643","20203089","F","Black / African Am.","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20905","N","R","Hospitality",12,2,2,"N","N","2021","N","Y"
"6644","20203090","M","Hispanic","18 - 20","Winston Churchill High School","FT","Potomac","MD","20854","N","R","Business",37,33,3.31,"N","N","2021","N","Y"
"6645","20203091","M","Asian","18 - 20","Springbrook Sr High School","PT","Silver Spring","MD","20903","Y","T","Cybersecurity",11,0,0,"N","N","2021","N","Y"
"6646","20203092","M","Hispanic","18 - 20","Gaithersburg High School","PT","Gaithersburg","MD","20877","Y","R","General Studies",11,9,2,"Y","N","2021","N","Y"
"6647","20203093","F","Hispanic","< 18","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","N","R","Business",9,0,0,"N","N","2021","N","Y"
"6648","20203094","F","Foreign","18 - 20","Clarksburg High School","PT","Silver Spring","MD","20910","N","T","General Studies",11,9,3.33,"Y","Y","2021","N","Y"
"6649","20203095","F","Asian","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","N","G","General Studies",16,12,2.75,"Y","N","2021","N","Y"
"6650","20203096","F","White","18 - 20","James Hubert Blake High School","PT","Silver Spring","MD","20905","Y","R","Health Sciences",3,3,4,"N","N","2021","N","Y"
"6651","20203097","F","Hispanic","18 - 20","John F. Kennedy High School","FT","Silver Spring","MD","20906","Y","T","Education",14,6,2.5,"Y","N","2021","N","Y"
"6652","20203098","F","White","< 18","G. E. D.","PT","Bethesda","MD","20816","N","R","Health Sciences",3,3,4,"N","N","2021","N","Y"
"6653","20203099","F","Black / African Am.","< 18","Northwest HS - Germantown","FT","Boyds","MD","20841","Y","T","General Studies",28,28,3.23,"N","N","2021","N","Y"
"6654","20203100","M","Multi-Race","18 - 20","Montgomery Blair High School","FT","Silver Spring","MD","20903","N","T","Health Sciences",20,20,3.65,"Y","Y","2021","N","Y"
"6655","20203101","F","Asian","18 - 20","Colonel Zadok Magruder HS","FT","Gaithersburg","MD","20879","Y","R","Architectural Technology",18,12,4,"Y","N","2021","N","Y"
"6656","20203102","M","Foreign","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","N","R","Engineering Science",37,37,3.8,"Y","Y","2021","N","Y"
"6657","20203103","M","Hispanic","18 - 20","Wheaton High School","PT","Silver Spring","MD","20906","Y","R","Computer Science",10,6,2,"Y","N","2021","N","Y"
"6658","20203104","M","Hispanic","18 - 20","Albert Einstein HS & MC Art Cn","PT","Silver Spring","MD","20902","N","R","Science",9,0,0,"N","N","2021","N","Y"
"6659","20203105","F","Foreign","30 +","FOREIGN / INTERNATIONAL HS","FT","Washington","DC","20016","N","R","International Studies",14,9,2.5,"N","N","2021","N","Y"
"6660","20203106","F","Black / African Am.","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Gaithersburg","MD","20877","Y","R","Health Sciences",9,3,4,"N","Y","2021","N","Y"
"6661","20203107","M","White","18 - 20","Colonel Zadok Magruder HS","FT","Montgomery Village","MD","20886","N","G","Engineering Science",14,3,4,"Y","N","2021","N","Y"
"6662","20203108","M","Foreign","18 - 20","Winston Churchill High School","PT","Potomac","MD","20854","N","R","Cybersecurity",4,0,0,"N","N","2021","N","Y"
"6663","20203110","F","Hispanic","18 - 20","Northwood High School","FT","Silver Spring","MD","20906","Y","T","Health Sciences",13,6,2,"N","N","2021","N","Y"
"6664","20203111","M","Multi-Race","18 - 20","Watkins Mill High School","FT","Gaithersburg","MD","20879","Y","G","Science",12,0,0,"N","N","2021","N","Y"
"6665","20203112","F","Hispanic","18 - 20","Sherwood High School","PT","Ashton","MD","20861","N","R","Cybersecurity",3,3,1,"N","N","2021","N","Y"
"6666","20203113","M","Black / African Am.","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","N","R","Business",19,3,0.5,"N","N","2021","N","Y"
"6667","20203114","M","Multi-Race","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","N","G","General Studies",6,4,3,"N","N","2021","N","Y"
"6668","20203115","F","Black / African Am.","18 - 20","DISTRICT OF COLUMBIA HS","FT","Suitland","MD","20746","Y","T","Health Sciences",12,6,2,"N","N","2021","N","Y"
"6669","20203116","M","Asian","18 - 20","Thomas Sprigg Wootton High Sch","PT","Gaithersburg","MD","20878","N","R","Computer Science",5,3,1,"N","N","2021","N","Y"
"6670","20203117","M","Hispanic","18 - 20","Colonel Zadok Magruder HS","FT","Gaithersburg","MD","20877","Y","R","General Studies",12,12,4,"Y","N","2021","N","Y"
"6671","20203118","F","Hispanic","18 - 20","Clarksburg High School","FT","Germantown","MD","20876","N","G","General Studies",14,12,3.25,"Y","N","2021","N","Y"
"6672","20203119","M","Black / African Am.","18 - 20","John F. Kennedy High School","FT","Silver Spring","MD","20906","N","T","Computer Science",10,6,2.5,"N","N","2021","N","Y"
"6673","20203120","F","Hispanic","18 - 20","James Hubert Blake High School","FT","Silver Spring","MD","20905","N","T","Health Sciences",14,10,1,"N","N","2021","N","Y"
"6674","20203121","F","Hispanic","< 18","Seneca Valley High School","PT","Germantown","MD","20874","Y","G","Health Sciences",8,6,4,"Y","N","2021","N","Y"
"6675","20203122","F","Black / African Am.","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20877","Y","R","Engineering Science",16,16,2.69,"Y","N","2021","N","Y"
"6676","20203123","F","Hispanic","18 - 20","Wilde Lake High School","FT","Burtonsville","MD","20866","Y","R","Graphic Design",12,6,3,"N","N","2021","N","Y"
"6677","20203124","F","Black / African Am.","18 - 20","Rockville High School","FT","Rockville","MD","20853","N","R","General Studies",37,37,4,"Y","Y","2021","N","Y"
"6678","20203125","F","Hispanic","18 - 20","Damascus High School","FT","Damascus","MD","20872","N","G","Graphic Design",15,10,2.54,"Y","N","2021","N","Y"
"6679","20203126","F","Black / African Am.","18 - 20","Quince Orchard Sr High School","PT","Gaithersburg","MD","20877","N","G","General Studies",9,0,0,"N","N","2021","N","Y"
"6680","20203128","M","White","18 - 20","Northwood High School","PT","Silver Spring","MD","20902","N","R","Building Trade",6,0,0,"N","N","2021","N","Y"
"6681","20203129","F","Hispanic","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","N","G","Education",18,16,2.56,"Y","Y","2021","N","Y"
"6682","20203130","M","White","18 - 20","DISTRICT OF COLUMBIA HS","PT","Washington","DC","20010","N","T","General Studies",8,6,1,"N","N","2021","N","Y"
"6683","20203131","F","Hispanic","18 - 20","Seneca Valley High School","FT","Germantown","MD","20874","Y","T","Engineering Science",17,11,1.29,"N","Y","2021","N","Y"
"6684","20203132","M","Asian","18 - 20","John F. Kennedy High School","FT","Silver Spring","MD","20906","Y","R","Health Sciences",9,3,1,"Y","N","2021","N","Y"
"6685","20203133","F","Black / African Am.","18 - 20","Montgomery Blair High School","PT","Rockville","MD","20855","Y","T","General Studies",10,7,2.43,"N","N","2021","N","Y"
"6686","20203134","M","Multi-Race","18 - 20","Richard Montgomery High School","FT","Potomac","MD","20854","N","R","General Studies",12,6,1.5,"Y","N","2021","N","Y"
"6687","20203135","F","Foreign","18 - 20","Lady Of Good Counsel - Olney","FT","Brookeville","MD","20833","N","R","Science",14,11,2.27,"Y","Y","2021","N","Y"
"6688","20203136","M","Foreign","< 18","Thomas Sprigg Wootton High Sch","PT","Rockville","MD","20850","N","G","Engineering Science",5,0,0,"N","N","2021","N","Y"
"6689","20203137","F","Hispanic","18 - 20","Springbrook Sr High School","PT","Silver Spring","MD","20905","Y","T","Health Sciences",8,3,2,"N","N","2021","N","Y"
"6690","20203138","M","Am. Indian / AK Native","18 - 20","Rockville High School","PT","Rockville","MD","20851","N","T","Cybersecurity",6,3,2,"N","N","2021","N","Y"
"6691","20203139","M","Hawaiian / Pac. Isl.","18 - 20","Walter Johnson High School","FT","Rockville","MD","20852","N","R","Business",30,30,4,"Y","N","2021","N","Y"
"6692","20203140","M","Multi-Race","18 - 20","Watkins Mill High School","PT","Gaithersburg","MD","20879","Y","G","Cybersecurity",10,4,3,"N","N","2021","N","Y"
"6693","20203141","F","Hispanic","< 18","Watkins Mill High School","PT","Montgomery Village","MD","20886","Y","G","General Studies",6,0,0,"N","N","2021","N","Y"
"6694","20203142","F","Hispanic","18 - 20","Paint Branch High School","FT","Silver Spring","MD","20904","Y","T","Engineering Science",21,17,4,"Y","Y","2021","N","Y"
"6695","20203143","F","Hispanic","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Germantown","MD","20874","N","R","General Studies",20,0,0,"N","N","2021","N","Y"
"6696","20203144","F","Hispanic","18 - 20","Montgomery Blair High School","PT","Takoma Park","MD","20912","N","T","General Studies",9,0,0,"N","N","2021","N","Y"
"6697","20203145","F","Hispanic","18 - 20","John F. Kennedy High School","FT","Silver Spring","MD","20906","Y","R","General Studies",19,19,4,"N","Y","2021","N","Y"
"6698","20203146","F","Foreign","25 - 29","Unknown","FT","Kensington","MD","20895","N","R","Hospitality",13,13,4,"Y","Y","2021","N","Y"
"6699","20203147","F","Hispanic","18 - 20","FOREIGN / INTERNATIONAL HS","FT","Silver Spring","MD","20906","Y","T","Graphic Design",15,0,0,"N","N","2021","N","Y"
"6700","20203148","F","Multi-Race","18 - 20","Northwest HS - Germantown","FT","Germantown","MD","20874","N","G","General Studies",18,7,0.89,"N","N","2021","N","Y"
"6701","20203149","M","Black / African Am.","18 - 20","Richard Montgomery High School","FT","Rockville","MD","20850","Y","R","General Studies",19,7,1.14,"N","N","2021","N","Y"
"6702","20203150","F","Hispanic","18 - 20","Sherwood High School","FT","Olney","MD","20832","Y","R","Science",22,15,4,"Y","N","2021","N","Y"
"6703","20203151","F","White","18 - 20","DISTRICT OF COLUMBIA HS","FT","Washington","DC","20009","N","T","General Studies",12,12,3.75,"Y","N","2021","N","Y"
"6704","20203152","F","Black / African Am.","18 - 20","High Point Sr High School","PT","Takoma Park","MD","20912","Y","T","Health Sciences",6,0,0,"N","N","2021","N","Y"
"6705","20203153","M","White","18 - 20","Northwood High School","PT","Silver Spring","MD","20910","N","T","General Studies",3,3,4,"N","N","2021","N","Y"
"6706","20203154","F","White","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","N","G","Health Sciences",13,9,4,"Y","Y","2021","N","Y"
"6707","20203155","M","Hispanic","18 - 20","Wheaton High School","FT","Silver Spring","MD","20906","Y","R","Business",14,0,0,"N","N","2021","N","Y"
"6708","20203156","F","White","18 - 20","Academy of Holy Cross","FT","Gaithersburg","MD","20878","N","R","General Studies",14,0,0,"N","N","2021","N","Y"
"6709","20203157","F","Asian","18 - 20","Richard Montgomery High School","FT","Silver Spring","MD","20906","N","R","Science",17,4,0.24,"N","N","2021","N","Y"
"6710","20203158","M","Foreign","18 - 20","Out of State High School","FT","Chevy Chase","MD","20815","N","T","Science",16,3,0.3,"N","N","2021","N","Y"
"6711","20203159","N","White","< 18","Colonel Zadok Magruder HS","FT","Montgomery Village","MD","20886","Y","R","General Studies",13,7,3.57,"Y","Y","2021","N","Y"
"6712","20203160","F","Hispanic","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Germantown","MD","20874","N","G","Business",6,0,0,"N","N","2021","N","Y"
"6713","20203161","F","White","18 - 20","Walter Johnson High School","FT","Bethesda","MD","20817","N","R","Science",12,6,2,"Y","N","2021","N","Y"
"6714","20203162","F","Hispanic","18 - 20","Gaithersburg High School","PT","Gaithersburg","MD","20879","Y","R","Business",3,3,1,"N","N","2021","N","Y"
"6715","20203163","F","Black / African Am.","18 - 20","Paint Branch High School","FT","Burtonsville","MD","20866","Y","T","Computer Science",35,35,4,"Y","N","2021","N","Y"
"6716","20203164","F","Asian","18 - 20","Sherwood High School","FT","Olney","MD","20832","Y","R","Graphic Design",15,6,0.46,"N","N","2021","N","Y"
"6717","20203165","F","White","30 +","Out of State High School","PT","Silver Spring","MD","20910","N","T","General Studies",3,3,4,"N","N","2021","N","Y"
"6718","20203166","M","Multi-Race","18 - 20","Walt Whitman High School","FT","Bethesda","MD","20817","Y","R","Engineering Science",20,19,3,"Y","Y","2021","N","Y"
"6719","20203167","F","Black / African Am.","18 - 20","Northwest HS - Germantown","PT","Germantown","MD","20874","Y","R","Business",3,0,0,"N","N","2021","N","Y"
"6720","20203169","M","Foreign","18 - 20","Watkins Mill High School","FT","Montgomery Village","MD","20886","N","G","Building Trade",12,10,2.8,"Y","Y","2021","N","Y"
"6721","20203170","F","Black / African Am.","25 - 29","FOREIGN / INTERNATIONAL HS","PT","Beltsville","MD","20705","N","T","General Studies",5,0,0,"N","N","2021","N","Y"
"6722","20203171","N","White","18 - 20","Walter Johnson High School","FT","Rockville","MD","20852","N","R","General Studies",17,9,2,"Y","Y","2021","N","Y"
"6723","20203172","F","Asian","18 - 20","Covenant Life School","PT","Gaithersburg","MD","20879","N","R","Health Sciences",11,4,4,"Y","N","2021","N","Y"
"6724","20203174","M","Hispanic","18 - 20","Clarksburg High School","PT","Germantown","MD","20876","Y","G","Computer Science",10,0,0,"N","N","2021","N","Y"
"6725","20203175","M","White","21 - 24","Katherine Thomas High School","PT","Potomac","MD","20854","N","R","General Studies",5,3,4,"Y","N","2021","N","Y"
"6726","20203176","F","Hispanic","18 - 20","Paint Branch High School","FT","Burtonsville","MD","20866","Y","R","General Studies",12,6,0.75,"N","N","2021","N","Y"
"6727","20203178","M","Hispanic","18 - 20","High Point Sr High School","FT","Hyattsville","MD","20783","N","R","Business",13,0,0,"N","N","2021","N","Y"
"6728","20203179","M","Hispanic","18 - 20","Gaithersburg High School","FT","Gaithersburg","MD","20877","Y","R","Graphic Design",15,6,1,"Y","N","2021","N","Y"
"6729","20203180","F","Asian","18 - 20","G. E. D.","PT","Gaithersburg","MD","20878","N","G","Business",5,0,0,"N","N","2021","N","Y"
"6730","20203181","F","White","18 - 20","Quince Orchard Sr High School","FT","Gaithersburg","MD","20878","N","T","Science",13,9,3.56,"Y","N","2021","N","Y"
"6731","20203182","F","White","30 +","FOREIGN / INTERNATIONAL HS","FT","Rockville","MD","20853","N","R","Education",21,4,2,"N","Y","2021","N","Y"
